実施年,地域規模,学校番号,性別,正答数_国,正答数_算,正誤_国_01,正誤_国_02,正誤_国_03,正誤_国_04,正誤_国_05,正誤_国_06,正誤_国_07,正誤_国_08,正誤_国_09,正誤_国_10,正誤_国_11,正誤_国_12,正誤_国_13,正誤_国_14,正誤_算_01,正誤_算_02,正誤_算_03,正誤_算_04,正誤_算_05,正誤_算_06,正誤_算_07,正誤_算_08,正誤_算_09,正誤_算_10,正誤_算_11,正誤_算_12,正誤_算_13,正誤_算_14,正誤_算_15,正誤_算_16,児童質問回答_001,児童質問回答_002,児童質問回答_003,児童質問回答_004,児童質問回答_005,児童質問回答_016,児童質問回答_017,児童質問回答_018,児童質問回答_019,児童質問回答_023,児童質問回答_024,児童質問回答_025,児童質問回答_036,児童質問回答_037,児童質問回答_048,児童質問回答_049,児童質問回答_050,児童質問回答_056,児童質問回答_057,児童質問回答_058
2024,3,118142,1,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,6,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1
2024,1,108850,2,13,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,5,4,1,1,1,1,2,4,1,2,2,2,1,2,1,1,1
2024,1,117376,2,12,14,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,4,1,3,3,3,3,2,4,2,3,2,3,2,3,3,1,2
2024,3,103569,2,13,15,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,4,1,2,1,1,2,4,1,2,2,2,1,2,2,1,1
2024,3,110156,2,13,15,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,2,3,1,2,2,4,3,2,2,3,1,2,3,1,2
2024,2,104620,1,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,2,2,3,2,1,1,2,2,1,1,3,1,1
2024,3,106488,1,13,14,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,5,5,2,3,1,1,3,4,1,2,1,4,1,2,4,1,2
2024,3,109795,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,5,3,2,2,2,2,2,1,1,3,3,1,1,1,2,1,2
2024,2,103857,2,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,1,3,1,2,1,4,2,2,2,2,1,2,1,1,2
2024,2,107780,2,12,15,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,2,4,2,2,3,2,2,2,3,1,3,1,1,2
2024,4,114832,2,13,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,4,2,1,1,1,1,2,4,1,1,1,3,1,2,1,1,1
2024,3,110807,2,12,15,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,2,2,2,1,2,4,2,3,2,2,1,2,1,1,2
2024,1,100926,2,11,15,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,4,2,2,1,1,1,4,1,2,2,2,1,2,2,1,2
2024,3,109440,2,11,13,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,5,2,1,2,1,1,3,4,3,2,2,4,1,2,2,1,2
2024,1,101501,1,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,3,2,4,1,2,1,1,3,4,1,1,1,1,1,1,1,1,1
